date,item_id,item_name,quantity_sold,price,promotion,is_holiday,is_ramadan
2025-05-12,1,Grilled Chicken,51,120,0,0,0
2025-05-13,1,Grilled Chicken,67,120,0,0,0
2025-05-14,1,Grilled Chicken,52,120,0,0,0
2025-05-15,1,Grilled Chicken,63,120,0,0,0
2025-05-16,1,Grilled Chicken,79,120,0,0,0
2025-05-17,1,Grilled Chicken,95,120,0,0,0
2025-05-18,1,Grilled Chicken,51,120,0,0,0
2025-05-19,1,Grilled Chicken,62,120,0,0,0
2025-05-20,1,Grilled Chicken,90,120,1,0,0
2025-05-21,1,Grilled Chicken,58,120,0,0,0
2025-05-22,1,Grilled Chicken,62,120,0,0,0
2025-05-23,1,Grilled Chicken,77,120,0,0,0
2025-05-24,1,Grilled Chicken,83,120,0,0,0
2025-05-25,1,Grilled Chicken,63,120,0,0,0
2025-05-26,1,Grilled Chicken,79,120,1,0,0
2025-05-27,1,Grilled Chicken,83,120,1,0,0
2025-05-28,1,Grilled Chicken,46,120,0,0,0
2025-05-29,1,Grilled Chicken,48,120,0,0,0
2025-05-30,1,Grilled Chicken,77,120,0,0,0
2025-05-31,1,Grilled Chicken,69,120,0,0,0
2025-06-01,1,Grilled Chicken,59,120,0,0,0
2025-06-02,1,Grilled Chicken,68,120,0,0,0
2025-06-03,1,Grilled Chicken,69,120,0,0,0
2025-06-04,1,Grilled Chicken,58,120,0,0,0
2025-06-05,1,Grilled Chicken,51,120,0,0,0
2025-06-06,1,Grilled Chicken,68,120,0,0,0
2025-06-07,1,Grilled Chicken,96,120,0,0,0
2025-06-08,1,Grilled Chicken,66,120,0,0,0
2025-06-09,1,Grilled Chicken,58,120,0,0,0
2025-06-10,1,Grilled Chicken,60,120,0,0,0
2025-06-11,1,Grilled Chicken,57,120,0,0,0
2025-06-12,1,Grilled Chicken,62,120,0,0,0
2025-06-13,1,Grilled Chicken,79,120,0,0,0
2025-06-14,1,Grilled Chicken,86,120,0,0,0
2025-06-15,1,Grilled Chicken,64,120,0,0,0
2025-06-16,1,Grilled Chicken,52,120,0,0,0
2025-06-17,1,Grilled Chicken,85,120,1,0,0
2025-06-18,1,Grilled Chicken,67,120,0,0,0
2025-06-19,1,Grilled Chicken,61,120,0,0,0
2025-06-20,1,Grilled Chicken,82,120,0,0,0
2025-06-21,1,Grilled Chicken,71,120,0,0,0
2025-06-22,1,Grilled Chicken,52,120,0,0,0
2025-06-23,1,Grilled Chicken,57,120,0,0,0
2024-01-01,2,Beef Koshari,55,45,0,0,0
2024-01-02,2,Beef Koshari,67,45,0,0,0
2024-01-03,2,Beef Koshari,83,45,1,0,0
2024-01-04,2,Beef Koshari,56,45,0,0,0
2024-01-05,2,Beef Koshari,92,45,0,0,0
2024-01-06,2,Beef Koshari,71,45,0,0,0
2024-01-07,2,Beef Koshari,91,45,0,1,0
2024-01-08,2,Beef Koshari,57,45,0,0,0
2024-01-09,2,Beef Koshari,79,45,0,0,0
2024-01-10,2,Beef Koshari,61,45,0,0,0
2024-01-11,2,Beef Koshari,55,45,0,0,0
2024-01-12,2,Beef Koshari,84,45,0,0,0
2024-01-13,2,Beef Koshari,115,45,1,0,0
2024-01-14,2,Beef Koshari,57,45,0,0,0
2024-01-15,2,Beef Koshari,70,45,0,0,0
2024-01-16,2,Beef Koshari,67,45,0,0,0
2024-01-17,2,Beef Koshari,65,45,0,0,0
2024-01-18,2,Beef Koshari,57,45,0,0,0
2024-01-19,2,Beef Koshari,146,45,1,0,0
2024-01-20,2,Beef Koshari,89,45,0,0,0
2024-01-21,2,Beef Koshari,59,45,0,0,0
2024-01-22,2,Beef Koshari,72,45,0,0,0
2024-01-23,2,Beef Koshari,65,45,0,0,0
2024-01-24,2,Beef Koshari,71,45,0,0,0
2024-01-25,2,Beef Koshari,67,45,0,0,0
2024-01-26,2,Beef Koshari,110,45,0,0,0
2024-01-27,2,Beef Koshari,76,45,0,0,0
2024-01-28,2,Beef Koshari,61,45,0,0,0
2024-01-29,2,Beef Koshari,88,45,0,0,0
2024-01-30,2,Beef Koshari,64,45,0,0,0
2024-01-31,2,Beef Koshari,56,45,0,0,0
2024-02-01,2,Beef Koshari,70,45,0,0,0
2024-02-02,2,Beef Koshari,140,45,1,0,0
2024-02-03,2,Beef Koshari,88,45,0,0,0
2024-02-04,2,Beef Koshari,51,45,0,0,0
2024-02-05,2,Beef Koshari,59,45,0,0,0
2024-02-06,2,Beef Koshari,54,45,0,0,0
2024-02-07,2,Beef Koshari,82,45,0,0,0
2024-02-08,2,Beef Koshari,54,45,0,0,0
2024-02-09,2,Beef Koshari,84,45,0,0,0
2024-02-10,2,Beef Koshari,96,45,0,0,0
2024-02-11,2,Beef Koshari,57,45,0,0,0
2024-02-12,2,Beef Koshari,70,45,0,0,0
2024-02-13,2,Beef Koshari,62,45,0,0,0
2024-02-14,2,Beef Koshari,70,45,0,0,0
2024-02-15,2,Beef Koshari,65,45,0,0,0
2024-02-16,2,Beef Koshari,90,45,0,0,0
2024-02-17,2,Beef Koshari,103,45,0,0,0
2024-02-18,2,Beef Koshari,59,45,0,0,0
2024-02-19,2,Beef Koshari,71,45,0,0,0
2024-02-20,2,Beef Koshari,75,45,0,0,0
2024-02-21,2,Beef Koshari,58,45,0,0,0
2024-02-22,2,Beef Koshari,56,45,0,0,0
2024-02-23,2,Beef Koshari,126,45,1,0,0
2024-02-24,2,Beef Koshari,70,45,0,0,0
2024-02-25,2,Beef Koshari,71,45,0,0,0
2024-02-26,2,Beef Koshari,75,45,0,0,0
2024-02-27,2,Beef Koshari,58,45,0,0,0
2024-02-28,2,Beef Koshari,76,45,0,0,0
2024-02-29,2,Beef Koshari,80,45,0,0,0
2024-03-01,2,Beef Koshari,98,45,0,0,0
2024-03-02,2,Beef Koshari,109,45,0,0,0
2024-03-03,2,Beef Koshari,67,45,0,0,0
2024-03-04,2,Beef Koshari,91,45,1,0,0
2024-03-05,2,Beef Koshari,69,45,0,0,0
2024-03-06,2,Beef Koshari,61,45,0,0,0
2024-03-07,2,Beef Koshari,65,45,0,0,0
2024-03-08,2,Beef Koshari,95,45,0,0,0
2024-03-09,2,Beef Koshari,97,45,0,0,0
2024-03-10,2,Beef Koshari,74,45,0,0,0
2024-03-11,2,Beef Koshari,85,45,0,0,1
2024-03-12,2,Beef Koshari,153,45,0,0,1
2024-03-13,2,Beef Koshari,101,45,0,0,1
2024-03-14,2,Beef Koshari,122,45,0,0,1
2024-03-15,2,Beef Koshari,158,45,0,0,1
2024-03-16,2,Beef Koshari,141,45,0,0,1
2024-03-17,2,Beef Koshari,121,45,0,0,1
2024-03-18,2,Beef Koshari,101,45,0,0,1
2024-03-19,2,Beef Koshari,114,45,0,0,1
2024-03-20,2,Beef Koshari,142,45,0,0,1
2024-03-21,2,Beef Koshari,108,45,0,0,1
2024-03-22,2,Beef Koshari,156,45,0,0,1
2024-03-23,2,Beef Koshari,134,45,0,0,1
2024-03-24,2,Beef Koshari,124,45,0,0,1
2024-03-25,2,Beef Koshari,104,45,0,0,1
2024-03-26,2,Beef Koshari,119,45,0,0,1
2024-03-27,2,Beef Koshari,129,45,0,0,1
2024-03-28,2,Beef Koshari,111,45,0,0,1
2024-03-29,2,Beef Koshari,166,45,0,0,1
2024-03-30,2,Beef Koshari,162,45,0,0,1
2024-03-31,2,Beef Koshari,129,45,0,0,1
2024-04-01,2,Beef Koshari,123,45,0,0,1
2024-04-02,2,Beef Koshari,133,45,0,0,1
2024-04-03,2,Beef Koshari,112,45,0,0,1
2024-04-04,2,Beef Koshari,98,45,0,0,1
2024-04-05,2,Beef Koshari,125,45,0,0,1
2024-04-06,2,Beef Koshari,127,45,0,0,1
2024-04-07,2,Beef Koshari,111,45,0,0,1
2024-04-08,2,Beef Koshari,118,45,0,0,1
2024-04-09,2,Beef Koshari,106,45,0,0,1
2024-04-10,2,Beef Koshari,79,45,0,1,0
2024-04-11,2,Beef Koshari,66,45,0,0,0
2024-04-12,2,Beef Koshari,92,45,0,0,0
2024-04-13,2,Beef Koshari,97,45,0,0,0
2024-04-14,2,Beef Koshari,85,45,0,0,0
2024-04-15,2,Beef Koshari,56,45,0,0,0
2024-04-16,2,Beef Koshari,78,45,0,0,0
2024-04-17,2,Beef Koshari,77,45,0,0,0
2024-04-18,2,Beef Koshari,70,45,0,0,0
2024-04-19,2,Beef Koshari,102,45,0,0,0
2024-04-20,2,Beef Koshari,133,45,1,0,0
2024-04-21,2,Beef Koshari,77,45,0,0,0
2024-04-22,2,Beef Koshari,64,45,0,0,0
2024-04-23,2,Beef Koshari,63,45,0,0,0
2024-04-24,2,Beef Koshari,55,45,0,0,0
2024-04-25,2,Beef Koshari,75,45,0,0,0
2024-04-26,2,Beef Koshari,90,45,0,0,0
2024-04-27,2,Beef Koshari,79,45,0,0,0
2024-04-28,2,Beef Koshari,63,45,0,0,0
2024-04-29,2,Beef Koshari,76,45,0,0,0
2024-04-30,2,Beef Koshari,73,45,0,0,0
2024-05-01,2,Beef Koshari,64,45,0,0,0
2024-05-02,2,Beef Koshari,84,45,0,0,0
2024-05-03,2,Beef Koshari,96,45,0,0,0
2024-05-04,2,Beef Koshari,143,45,1,0,0
2024-05-05,2,Beef Koshari,73,45,0,0,0
2024-05-06,2,Beef Koshari,69,45,0,0,0
2024-05-07,2,Beef Koshari,75,45,0,0,0
2024-05-08,2,Beef Koshari,81,45,0,0,0
2024-05-09,2,Beef Koshari,69,45,0,0,0
2024-05-10,2,Beef Koshari,105,45,0,0,0
2024-05-11,2,Beef Koshari,88,45,0,0,0
2024-05-12,2,Beef Koshari,86,45,0,0,0
2024-05-13,2,Beef Koshari,64,45,0,0,0
2024-05-14,2,Beef Koshari,90,45,0,0,0
2024-05-15,2,Beef Koshari,60,45,0,0,0
2024-05-16,2,Beef Koshari,68,45,0,0,0
2024-05-17,2,Beef Koshari,100,45,0,0,0
2024-05-18,2,Beef Koshari,153,45,1,0,0
2024-05-19,2,Beef Koshari,84,45,0,0,0
2024-05-20,2,Beef Koshari,83,45,0,0,0
2024-05-21,2,Beef Koshari,56,45,0,0,0
2024-05-22,2,Beef Koshari,74,45,0,0,0
2024-05-23,2,Beef Koshari,64,45,0,0,0
2024-05-24,2,Beef Koshari,105,45,0,0,0
2024-05-25,2,Beef Koshari,107,45,0,0,0
2024-05-26,2,Beef Koshari,72,45,0,0,0
2024-05-27,2,Beef Koshari,65,45,0,0,0
2024-05-28,2,Beef Koshari,60,45,0,0,0
2024-05-29,2,Beef Koshari,63,45,0,0,0
2024-05-30,2,Beef Koshari,88,45,1,0,0
2024-05-31,2,Beef Koshari,94,45,0,0,0
2024-06-01,2,Beef Koshari,105,45,0,0,0
2024-06-02,2,Beef Koshari,70,45,0,0,0
2024-06-03,2,Beef Koshari,59,45,0,0,0
2024-06-04,2,Beef Koshari,59,45,0,0,0
2024-06-05,2,Beef Koshari,74,45,0,0,0
2024-06-06,2,Beef Koshari,84,45,0,0,0
2024-06-07,2,Beef Koshari,93,45,0,0,0
2024-06-08,2,Beef Koshari,85,45,0,0,0
2024-06-09,2,Beef Koshari,60,45,0,0,0
2024-06-10,2,Beef Koshari,73,45,0,0,0
2024-06-11,2,Beef Koshari,81,45,0,0,0
2024-06-12,2,Beef Koshari,65,45,0,0,0
2024-06-13,2,Beef Koshari,63,45,0,0,0
2024-06-14,2,Beef Koshari,76,45,0,0,0
2024-06-15,2,Beef Koshari,92,45,0,0,0
2024-06-16,2,Beef Koshari,110,45,0,1,0
2024-06-17,2,Beef Koshari,61,45,0,0,0
2024-06-18,2,Beef Koshari,69,45,0,0,0
2024-06-19,2,Beef Koshari,71,45,0,0,0
2024-06-20,2,Beef Koshari,71,45,0,0,0
2024-06-21,2,Beef Koshari,110,45,1,0,0
2024-06-22,2,Beef Koshari,80,45,0,0,0
2024-06-23,2,Beef Koshari,67,45,0,0,0
2024-06-24,2,Beef Koshari,72,45,0,0,0
2024-06-25,2,Beef Koshari,83,45,0,0,0
2024-06-26,2,Beef Koshari,57,45,0,0,0
2024-06-27,2,Beef Koshari,68,45,0,0,0
2024-06-28,2,Beef Koshari,89,45,0,0,0
2024-06-29,2,Beef Koshari,84,45,0,0,0
2024-06-30,2,Beef Koshari,74,45,0,0,0
2024-07-01,2,Beef Koshari,70,45,0,0,0
2024-07-02,2,Beef Koshari,70,45,0,0,0
2024-07-03,2,Beef Koshari,56,45,0,0,0
2024-07-04,2,Beef Koshari,62,45,0,0,0
2024-07-05,2,Beef Koshari,88,45,0,0,0
2024-07-06,2,Beef Koshari,89,45,0,0,0
2024-07-07,2,Beef Koshari,83,45,0,0,0
2024-07-08,2,Beef Koshari,62,45,0,0,0
2024-07-09,2,Beef Koshari,45,45,0,0,0
2024-07-10,2,Beef Koshari,64,45,0,0,0
2024-07-11,2,Beef Koshari,68,45,0,0,0
2024-07-12,2,Beef Koshari,86,45,0,0,0
2024-07-13,2,Beef Koshari,56,45,0,0,0
2024-07-14,2,Beef Koshari,66,45,0,0,0
2024-07-15,2,Beef Koshari,67,45,0,0,0
2024-07-16,2,Beef Koshari,53,45,0,0,0
2024-07-17,2,Beef Koshari,58,45,0,0,0
2024-07-18,2,Beef Koshari,62,45,0,0,0
2024-07-19,2,Beef Koshari,110,45,1,0,0
2024-07-20,2,Beef Koshari,80,45,0,0,0
2024-07-21,2,Beef Koshari,65,45,0,0,0
2024-07-22,2,Beef Koshari,81,45,1,0,0
2024-07-23,2,Beef Koshari,76,45,0,1,0
2024-07-24,2,Beef Koshari,69,45,0,0,0
2024-07-25,2,Beef Koshari,54,45,0,0,0
2024-07-26,2,Beef Koshari,81,45,0,0,0
2024-07-27,2,Beef Koshari,78,45,0,0,0
2024-07-28,2,Beef Koshari,53,45,0,0,0
2024-07-29,2,Beef Koshari,68,45,0,0,0
2024-07-30,2,Beef Koshari,94,45,1,0,0
2024-07-31,2,Beef Koshari,58,45,0,0,0
2024-08-01,2,Beef Koshari,61,45,0,0,0
2024-08-02,2,Beef Koshari,83,45,0,0,0
2024-08-03,2,Beef Koshari,71,45,0,0,0
2024-08-04,2,Beef Koshari,75,45,1,0,0
2024-08-05,2,Beef Koshari,60,45,0,0,0
2024-08-06,2,Beef Koshari,52,45,0,0,0
2024-08-07,2,Beef Koshari,60,45,0,0,0
2024-08-08,2,Beef Koshari,44,45,0,0,0
2024-08-09,2,Beef Koshari,77,45,0,0,0
2024-08-10,2,Beef Koshari,84,45,0,0,0
2024-08-11,2,Beef Koshari,61,45,0,0,0
2024-08-12,2,Beef Koshari,68,45,0,0,0
2024-08-13,2,Beef Koshari,52,45,0,0,0
2024-08-14,2,Beef Koshari,59,45,0,0,0
2024-08-15,2,Beef Koshari,66,45,0,0,0
2024-08-16,2,Beef Koshari,83,45,0,0,0
2024-08-17,2,Beef Koshari,88,45,0,0,0
2024-08-18,2,Beef Koshari,71,45,1,0,0
2024-08-19,2,Beef Koshari,59,45,0,0,0
2024-08-20,2,Beef Koshari,57,45,0,0,0
2024-08-21,2,Beef Koshari,60,45,0,0,0
2024-08-22,2,Beef Koshari,53,45,0,0,0
2024-08-23,2,Beef Koshari,92,45,0,0,0
2024-08-24,2,Beef Koshari,86,45,0,0,0
2024-08-25,2,Beef Koshari,67,45,0,0,0
2024-08-26,2,Beef Koshari,60,45,0,0,0
2024-08-27,2,Beef Koshari,53,45,0,0,0
2024-08-28,2,Beef Koshari,63,45,0,0,0
2024-08-29,2,Beef Koshari,67,45,0,0,0
2024-08-30,2,Beef Koshari,81,45,0,0,0
2024-08-31,2,Beef Koshari,70,45,0,0,0
2024-09-01,2,Beef Koshari,54,45,0,0,0
2024-09-02,2,Beef Koshari,58,45,0,0,0
2024-09-03,2,Beef Koshari,68,45,0,0,0
2024-09-04,2,Beef Koshari,70,45,0,0,0
2024-09-05,2,Beef Koshari,52,45,0,0,0
2024-09-06,2,Beef Koshari,81,45,0,0,0
2024-09-07,2,Beef Koshari,72,45,0,0,0
2024-09-08,2,Beef Koshari,49,45,0,0,0
2024-09-09,2,Beef Koshari,62,45,0,0,0
2024-09-10,2,Beef Koshari,59,45,0,0,0
2024-09-11,2,Beef Koshari,59,45,0,0,0
2024-09-12,2,Beef Koshari,56,45,0,0,0
2024-09-13,2,Beef Koshari,80,45,0,0,0
2024-09-14,2,Beef Koshari,80,45,0,0,0
2024-09-15,2,Beef Koshari,63,45,0,0,0
2024-09-16,2,Beef Koshari,52,45,0,0,0
2024-09-17,2,Beef Koshari,64,45,0,0,0
2024-09-18,2,Beef Koshari,62,45,0,0,0
2024-09-19,2,Beef Koshari,60,45,0,0,0
2024-09-20,2,Beef Koshari,78,45,0,0,0
2024-09-21,2,Beef Koshari,107,45,1,0,0
2024-09-22,2,Beef Koshari,57,45,0,0,0
2024-09-23,2,Beef Koshari,58,45,0,0,0
2024-09-24,2,Beef Koshari,47,45,0,0,0
2024-09-25,2,Beef Koshari,73,45,0,0,0
2024-09-26,2,Beef Koshari,65,45,0,0,0
2024-09-27,2,Beef Koshari,94,45,0,0,0
2024-09-28,2,Beef Koshari,83,45,0,0,0
2024-09-29,2,Beef Koshari,53,45,0,0,0
2024-09-30,2,Beef Koshari,61,45,0,0,0
2024-10-01,2,Beef Koshari,88,45,1,0,0
2024-10-02,2,Beef Koshari,51,45,0,0,0
2024-10-03,2,Beef Koshari,66,45,0,0,0
2024-10-04,2,Beef Koshari,74,45,0,0,0
2024-10-05,2,Beef Koshari,84,45,0,0,0
2024-10-06,2,Beef Koshari,68,45,0,0,0
2024-10-07,2,Beef Koshari,60,45,0,0,0
2024-10-08,2,Beef Koshari,95,45,1,0,0
2024-10-09,2,Beef Koshari,48,45,0,0,0
2024-10-10,2,Beef Koshari,50,45,0,0,0
2024-10-11,2,Beef Koshari,70,45,0,0,0
2024-10-12,2,Beef Koshari,59,45,0,0,0
2024-10-13,2,Beef Koshari,46,45,0,0,0
2024-10-14,2,Beef Koshari,68,45,0,0,0
2024-10-15,2,Beef Koshari,66,45,0,0,0
2024-10-16,2,Beef Koshari,54,45,0,0,0
2024-10-17,2,Beef Koshari,74,45,0,0,0
2024-10-18,2,Beef Koshari,106,45,1,0,0
2024-10-19,2,Beef Koshari,96,45,0,0,0
2024-10-20,2,Beef Koshari,72,45,0,0,0
2024-10-21,2,Beef Koshari,54,45,0,0,0
2024-10-22,2,Beef Koshari,64,45,0,0,0
2024-10-23,2,Beef Koshari,67,45,0,0,0
2024-10-24,2,Beef Koshari,54,45,0,0,0
2024-10-25,2,Beef Koshari,53,45,0,0,0
2024-10-26,2,Beef Koshari,87,45,0,0,0
2024-10-27,2,Beef Koshari,53,45,0,0,0
2024-10-28,2,Beef Koshari,58,45,0,0,0
2024-10-29,2,Beef Koshari,61,45,0,0,0
2024-10-30,2,Beef Koshari,64,45,0,0,0
2024-10-31,2,Beef Koshari,57,45,0,0,0
2024-11-01,2,Beef Koshari,83,45,0,0,0
2024-11-02,2,Beef Koshari,92,45,0,0,0
2024-11-03,2,Beef Koshari,46,45,0,0,0
2024-11-04,2,Beef Koshari,50,45,0,0,0
2024-11-05,2,Beef Koshari,72,45,1,0,0
2024-11-06,2,Beef Koshari,79,45,1,0,0
2024-11-07,2,Beef Koshari,66,45,0,0,0
2024-11-08,2,Beef Koshari,92,45,0,0,0
2024-11-09,2,Beef Koshari,80,45,0,0,0
2024-11-10,2,Beef Koshari,59,45,0,0,0
2024-11-11,2,Beef Koshari,71,45,0,0,0
2024-11-12,2,Beef Koshari,63,45,0,0,0
2024-11-13,2,Beef Koshari,58,45,0,0,0
2024-11-14,2,Beef Koshari,68,45,0,0,0
2024-11-15,2,Beef Koshari,91,45,0,0,0
2024-11-16,2,Beef Koshari,87,45,0,0,0
2024-11-17,2,Beef Koshari,58,45,0,0,0
2024-11-18,2,Beef Koshari,55,45,0,0,0
2024-11-19,2,Beef Koshari,55,45,0,0,0
2024-11-20,2,Beef Koshari,56,45,0,0,0
2024-11-21,2,Beef Koshari,56,45,0,0,0
2024-11-22,2,Beef Koshari,79,45,0,0,0
2024-11-23,2,Beef Koshari,118,45,1,0,0
2024-11-24,2,Beef Koshari,64,45,0,0,0
2024-11-25,2,Beef Koshari,55,45,0,0,0
2024-11-26,2,Beef Koshari,65,45,0,0,0
2024-11-27,2,Beef Koshari,64,45,0,0,0
2024-11-28,2,Beef Koshari,63,45,0,0,0
2024-11-29,2,Beef Koshari,80,45,0,0,0
2024-11-30,2,Beef Koshari,75,45,0,0,0
2024-12-01,2,Beef Koshari,69,45,0,0,0
2024-12-02,2,Beef Koshari,65,45,0,0,0
2024-12-03,2,Beef Koshari,67,45,0,0,0
2024-12-04,2,Beef Koshari,61,45,0,0,0
2024-12-05,2,Beef Koshari,61,45,0,0,0
2024-12-06,2,Beef Koshari,99,45,0,0,0
2024-12-07,2,Beef Koshari,116,45,0,0,0
2024-12-08,2,Beef Koshari,63,45,0,0,0
2024-12-09,2,Beef Koshari,67,45,0,0,0
2024-12-10,2,Beef Koshari,65,45,0,0,0
2024-12-11,2,Beef Koshari,60,45,0,0,0
2024-12-12,2,Beef Koshari,63,45,0,0,0
2024-12-13,2,Beef Koshari,111,45,0,0,0
2024-12-14,2,Beef Koshari,82,45,0,0,0
2024-12-15,2,Beef Koshari,67,45,0,0,0
2024-12-16,2,Beef Koshari,62,45,0,0,0
2024-12-17,2,Beef Koshari,67,45,0,0,0
2024-12-18,2,Beef Koshari,62,45,0,0,0
2024-12-19,2,Beef Koshari,64,45,0,0,0
2024-12-20,2,Beef Koshari,76,45,0,0,0
2024-12-21,2,Beef Koshari,93,45,0,0,0
2024-12-22,2,Beef Koshari,65,45,0,0,0
2024-12-23,2,Beef Koshari,73,45,0,0,0
2024-12-24,2,Beef Koshari,68,45,0,0,0
2024-12-25,2,Beef Koshari,63,45,0,0,0
2024-12-26,2,Beef Koshari,61,45,0,0,0
2024-12-27,2,Beef Koshari,94,45,0,0,0
2024-12-28,2,Beef Koshari,109,45,0,0,0
2024-12-29,2,Beef Koshari,65,45,0,0,0
2024-12-30,2,Beef Koshari,55,45,0,0,0
2024-12-31,2,Beef Koshari,72,45,0,0,0
2025-01-01,2,Beef Koshari,80,45,0,0,0
2025-01-02,2,Beef Koshari,75,45,0,0,0
2025-01-03,2,Beef Koshari,82,45,0,0,0
2025-01-04,2,Beef Koshari,97,45,0,0,0
2025-01-05,2,Beef Koshari,78,45,0,0,0
2025-01-06,2,Beef Koshari,68,45,0,0,0
2025-01-07,2,Beef Koshari,100,45,0,1,0
2025-01-08,2,Beef Koshari,67,45,0,0,0
2025-01-09,2,Beef Koshari,70,45,0,0,0
2025-01-10,2,Beef Koshari,84,45,0,0,0
2025-01-11,2,Beef Koshari,100,45,0,0,0
2025-01-12,2,Beef Koshari,75,45,0,0,0
2025-01-13,2,Beef Koshari,75,45,0,0,0
2025-01-14,2,Beef Koshari,73,45,0,0,0
2025-01-15,2,Beef Koshari,63,45,0,0,0
2025-01-16,2,Beef Koshari,100,45,1,0,0
2025-01-17,2,Beef Koshari,121,45,0,0,0
2025-01-18,2,Beef Koshari,102,45,0,0,0
2025-01-19,2,Beef Koshari,94,45,1,0,0
2025-01-20,2,Beef Koshari,80,45,0,0,0
2025-01-21,2,Beef Koshari,91,45,0,0,0
2025-01-22,2,Beef Koshari,78,45,0,0,0
2025-01-23,2,Beef Koshari,73,45,0,0,0
2025-01-24,2,Beef Koshari,117,45,0,0,0
2025-01-25,2,Beef Koshari,96,45,0,0,0
2025-01-26,2,Beef Koshari,84,45,0,0,0
2025-01-27,2,Beef Koshari,71,45,0,0,0
2025-01-28,2,Beef Koshari,72,45,0,0,0
2025-01-29,2,Beef Koshari,83,45,0,0,0
2025-01-30,2,Beef Koshari,88,45,0,0,0
2025-01-31,2,Beef Koshari,102,45,0,0,0
2025-02-01,2,Beef Koshari,119,45,0,0,0
2025-02-02,2,Beef Koshari,80,45,0,0,0
2025-02-03,2,Beef Koshari,70,45,0,0,0
2025-02-04,2,Beef Koshari,73,45,0,0,0
2025-02-05,2,Beef Koshari,82,45,0,0,0
2025-02-06,2,Beef Koshari,90,45,0,0,0
2025-02-07,2,Beef Koshari,118,45,0,0,0
2025-02-08,2,Beef Koshari,118,45,0,0,0
2025-02-09,2,Beef Koshari,66,45,0,0,0
2025-02-10,2,Beef Koshari,85,45,0,0,0
2025-02-11,2,Beef Koshari,85,45,0,0,0
2025-02-12,2,Beef Koshari,81,45,0,0,0
2025-02-13,2,Beef Koshari,85,45,0,0,0
2025-02-14,2,Beef Koshari,85,45,0,0,0
2025-02-15,2,Beef Koshari,78,45,0,0,0
2025-02-16,2,Beef Koshari,82,45,0,0,0
2025-02-17,2,Beef Koshari,79,45,0,0,0
2025-02-18,2,Beef Koshari,77,45,0,0,0
2025-02-19,2,Beef Koshari,84,45,0,0,0
2025-02-20,2,Beef Koshari,82,45,0,0,0
2025-02-21,2,Beef Koshari,112,45,0,0,0
2025-02-22,2,Beef Koshari,168,45,1,0,0
2025-02-23,2,Beef Koshari,75,45,0,0,0
2025-02-24,2,Beef Koshari,84,45,0,0,0
2025-02-25,2,Beef Koshari,74,45,0,0,0
2025-02-26,2,Beef Koshari,62,45,0,0,0
2025-02-27,2,Beef Koshari,78,45,0,0,0
2025-02-28,2,Beef Koshari,123,45,0,0,0
2025-03-01,2,Beef Koshari,220,45,1,0,1
2025-03-02,2,Beef Koshari,137,45,0,0,1
2025-03-03,2,Beef Koshari,144,45,0,0,1
2025-03-04,2,Beef Koshari,142,45,0,0,1
2025-03-05,2,Beef Koshari,168,45,1,0,1
2025-03-06,2,Beef Koshari,119,45,0,0,1
2025-03-07,2,Beef Koshari,177,45,0,0,1
2025-03-08,2,Beef Koshari,183,45,0,0,1
2025-03-09,2,Beef Koshari,141,45,0,0,1
2025-03-10,2,Beef Koshari,142,45,0,0,1
2025-03-11,2,Beef Koshari,174,45,0,0,1
2025-03-12,2,Beef Koshari,155,45,0,0,1
2025-03-13,2,Beef Koshari,126,45,0,0,1
2025-03-14,2,Beef Koshari,223,45,0,0,1
2025-03-15,2,Beef Koshari,155,45,0,0,1
2025-03-16,2,Beef Koshari,116,45,0,0,1
2025-03-17,2,Beef Koshari,145,45,0,0,1
2025-03-18,2,Beef Koshari,128,45,0,0,1
2025-03-19,2,Beef Koshari,94,45,0,0,1
2025-03-20,2,Beef Koshari,156,45,0,0,1
2025-03-21,2,Beef Koshari,193,45,0,0,1
2025-03-22,2,Beef Koshari,177,45,0,0,1
2025-03-23,2,Beef Koshari,130,45,0,0,1
2025-03-24,2,Beef Koshari,130,45,0,0,1
2025-03-25,2,Beef Koshari,100,45,0,0,1
2025-03-26,2,Beef Koshari,119,45,0,0,1
2025-03-27,2,Beef Koshari,123,45,0,0,1
2025-03-28,2,Beef Koshari,285,45,1,0,1
2025-03-29,2,Beef Koshari,168,45,0,0,1
2025-03-30,2,Beef Koshari,210,45,0,1,1
2025-03-31,2,Beef Koshari,82,45,0,0,0
2025-04-01,2,Beef Koshari,75,45,0,0,0
2025-04-02,2,Beef Koshari,86,45,0,0,0
2025-04-03,2,Beef Koshari,83,45,0,0,0
2025-04-04,2,Beef Koshari,128,45,0,0,0
2025-04-05,2,Beef Koshari,108,45,0,0,0
2025-04-06,2,Beef Koshari,77,45,0,0,0
2025-04-07,2,Beef Koshari,92,45,0,0,0
2025-04-08,2,Beef Koshari,82,45,0,0,0
2025-04-09,2,Beef Koshari,93,45,0,0,0
2025-04-10,2,Beef Koshari,78,45,0,0,0
2025-04-11,2,Beef Koshari,115,45,0,0,0
2025-04-12,2,Beef Koshari,105,45,0,0,0
2025-04-13,2,Beef Koshari,75,45,0,0,0
2025-04-14,2,Beef Koshari,62,45,0,0,0
2025-04-15,2,Beef Koshari,99,45,0,0,0
2025-04-16,2,Beef Koshari,110,45,1,0,0
